0.20482,0.51807,0.012048,0.036145,0.036145,0,0.12048,0.060241,0,0.012048
0.031325,0.46988,0.19036,0.040964,0.079518,0.16627,0.019277,0,0,0.0024096
0.0085837,0.12017,0.44206,0.3133,0.094421,0.0042918,0.017167,0,0,0
0.039014,0.23409,0.030801,0.43737,0.24025,0.0041068,0.0061602,0.0041068,0.0020534,0.0020534
0.038603,0.027574,0,0.0625,0.6636,0.19485,0.0018382,0.0073529,0,0.0036765
0.013514,0.0045045,0.0045045,0.64414,0.009009,0.20721,0.11261,0.0045045,0,0
0.02,0,0.6,0.02,0.02,0.04,0.12,0.18,0,0
0,0.6,0.05,0,0,0.05,0,0.2,0.1,0
0.28571,0.14286,0,0,0,0,0.14286,0,0,0.42857
0.018868,0.009434,0,0,0.018868,0.009434,0,0.009434,0,0.93396
