0.010638,0.19149,0.19149,0.43617,0.031915,0.10638,0.010638,0.021277,0,0
0.014735,0.62475,0.088409,0.24067,0.0039293,0.019646,0.002947,0.0039293,0.00098232,0
0.0625,0.21991,0.45602,0.18981,0.013889,0.046296,0.0046296,0.0023148,0,0.0046296
0.021044,0.1936,0.066498,0.59848,0.023569,0.091751,0.0016835,0.0025253,0,0.00084175
0.33333,0.074074,0.074074,0.27778,0.12963,0.092593,0,0,0,0.018519
0.029412,0.12353,0.19412,0.52941,0.023529,0.088235,0.0058824,0,0.0058824,0
0.18182,0,0.81818,0,0,0,0,0,0,0
0,0.75,0,0,0,0.083333,0,0.16667,0,0
0.5,0,0,0,0,0,0.5,0,0,0
0,0,0,0,0.020408,0.040816,0.020408,0,0,0.91837
