0.011111,0.16667,0.26667,0.28889,0.044444,0.033333,0.011111,0,0.13333,0.044444
0.0091954,0.77241,0.083333,0.11954,0.0017241,0.008046,0.0017241,0.0028736,0,0.0011494
0.021739,0.1875,0.56386,0.15897,0.013587,0.04212,0.0095109,0.0013587,0,0.0013587
0.01397,0.24563,0.12573,0.47264,0.025611,0.10477,0.0011641,0.0034924,0,0.0069849
0.28788,0.045455,0.075758,0.19697,0.12121,0.18182,0.060606,0.015152,0,0.015152
0.037037,0.10053,0.11111,0.43386,0.068783,0.14815,0.047619,0.015873,0.015873,0.021164
0.02439,0.073171,0.29268,0.02439,0.02439,0.21951,0.12195,0.097561,0.04878,0.073171
0,0.20833,0.041667,0.041667,0.041667,0.041667,0.20833,0.16667,0.041667,0.20833
0.59259,0,0,0,0.037037,0.037037,0.037037,0.037037,0.074074,0.18519
0.0056497,0.0084746,0.0084746,0.0028249,0.0028249,0.022599,0.011299,0.0056497,0.0084746,0.92373
