0.017316,0.16883,0.23377,0.34632,0.047619,0.08658,0.012987,0.008658,0.056277,0.021645
0.012187,0.68653,0.095802,0.16892,0.0037238,0.015572,0.0037238,0.010833,0.0010156,0.0016926
0.031995,0.17629,0.46048,0.20389,0.026349,0.067754,0.026349,0.0012547,0,0.0056462
0.016013,0.15719,0.099673,0.57843,0.029412,0.10686,0.0039216,0.0035948,0.00065359,0.0042484
0.16599,0.032389,0.1336,0.27935,0.1417,0.19028,0.036437,0.0040486,0.0040486,0.012146
0.031519,0.087393,0.16476,0.40974,0.063037,0.17335,0.032951,0.011461,0.012894,0.012894
0.044118,0.029412,0.41912,0.051471,0.029412,0.14706,0.11029,0.066176,0.044118,0.058824
0,0.4881,0.011905,0.02381,0.011905,0.095238,0.10714,0.10714,0.047619,0.10714
0.33333,0.017544,0.017544,0.052632,0.035088,0.087719,0.087719,0.052632,0.10526,0.21053
0.0042135,0.008427,0.0098315,0.008427,0.005618,0.02809,0.0098315,0.0098315,0.01264,0.90309
